,league_code,date,time,home_team,away_team,home_goals,away_goals,ft_result_raw,ht_home_goals,ht_away_goals,ht_result_raw,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,hour,weekday,home_points,away_points,goal_diff,goals_total,ht_goal_diff,ht_goals_total,home_bookings_pts,away_bookings_pts,season_file
436,P1,2023-01-07,20:30,Casa Pia,Porto,0,0,D,0,0,D,2,25,0,9,5,6,10,11,3,0,1,0,20,5,1,1,0,0,0,0,55,0,cleanP1_2223
437,P1,2023-01-08,15:30,Pacos Ferreira,Chaves,1,1,D,0,0,D,18,12,4,2,9,6,19,20,6,5,0,0,15,6,1,1,0,2,0,0,60,50,cleanP1_2223
438,P1,2023-01-08,18:00,Maritimo,Sp Lisbon,1,0,H,0,0,D,9,10,2,1,3,8,24,12,4,4,0,0,18,6,3,0,1,1,0,0,40,40,cleanP1_2223
439,P1,2023-01-08,20:30,Boavista,Gil Vicente,1,0,H,1,0,H,13,18,5,4,6,9,18,10,4,2,1,0,20,6,3,0,1,1,1,1,65,20,cleanP1_2223
440,P1,2023-01-13,20:15,Portimonense,Santa Clara,0,0,D,0,0,D,24,10,4,2,6,1,17,13,2,5,0,1,20,4,1,1,0,0,0,0,20,75,cleanP1_2223
443,P1,2023-01-14,20:30,Sp Braga,Boavista,1,0,H,0,0,D,9,10,4,0,1,7,11,14,2,3,0,0,20,5,3,0,1,1,0,0,20,30,cleanP1_2223
441,P1,2023-01-14,15:30,Vizela,Maritimo,3,0,H,2,0,H,18,8,9,1,7,4,15,10,1,4,0,1,15,5,3,0,3,3,2,2,10,65,cleanP1_2223
442,P1,2023-01-14,18:00,Rio Ave,Pacos Ferreira,0,1,A,0,1,A,16,5,6,2,6,2,22,16,5,6,0,0,18,5,0,3,-1,1,-1,1,50,60,cleanP1_2223
444,P1,2023-01-15,15:30,Chaves,Arouca,1,1,D,1,0,H,15,18,5,6,5,10,6,14,0,1,0,1,15,6,1,1,0,2,1,1,0,35,cleanP1_2223
445,P1,2023-01-15,18:00,Benfica,Sp Lisbon,2,2,D,1,1,D,14,8,8,3,5,2,14,16,2,5,0,0,18,6,1,1,0,4,0,2,20,50,cleanP1_2223
446,P1,2023-01-15,20:30,Porto,Famalicao,4,1,H,3,0,H,17,10,9,2,2,5,22,15,3,1,0,0,20,6,3,0,3,5,3,3,30,10,cleanP1_2223
447,P1,2023-01-16,19:00,Estoril,Casa Pia,2,0,H,1,0,H,11,6,3,0,4,4,13,21,2,5,0,1,19,0,3,0,2,2,1,1,20,75,cleanP1_2223
448,P1,2023-01-16,21:15,Gil Vicente,Guimaraes,2,1,H,1,1,D,9,11,6,2,3,0,14,12,2,4,0,1,21,0,3,0,1,3,0,2,20,65,cleanP1_2223
449,P1,2023-01-20,19:00,Arouca,Portimonense,4,0,H,2,0,H,17,3,12,0,3,7,9,11,0,5,0,1,19,4,3,0,4,4,2,2,0,75,cleanP1_2223
450,P1,2023-01-20,21:15,Sp Lisbon,Vizela,2,1,H,0,0,D,21,8,8,3,8,1,10,8,2,1,0,0,21,4,3,0,1,3,0,0,20,10,cleanP1_2223
451,P1,2023-01-21,15:30,Pacos Ferreira,Sp Braga,1,2,A,0,0,D,11,15,5,10,4,10,6,13,2,4,1,0,15,5,0,3,-1,3,0,0,45,40,cleanP1_2223
452,P1,2023-01-21,18:00,Santa Clara,Benfica,0,3,A,0,2,A,8,12,1,5,8,9,14,13,1,2,0,0,18,5,0,3,-3,3,-2,2,10,20,cleanP1_2223
453,P1,2023-01-21,20:30,Guimaraes,Porto,0,1,A,0,1,A,9,14,0,2,3,6,20,17,6,4,0,0,20,5,0,3,-1,1,-1,1,60,40,cleanP1_2223
454,P1,2023-01-22,15:30,Maritimo,Estoril,1,0,H,1,0,H,11,11,2,2,4,5,21,14,8,2,1,0,15,6,3,0,1,1,1,1,105,20,cleanP1_2223
455,P1,2023-01-22,18:00,Casa Pia,Gil Vicente,1,3,A,0,0,D,14,12,5,7,6,4,17,18,2,1,0,0,18,6,0,3,-2,4,0,0,20,10,cleanP1_2223
456,P1,2023-01-22,20:30,Famalicao,Rio Ave,0,0,D,0,0,D,19,14,5,2,4,3,13,16,0,3,0,0,20,6,1,1,0,0,0,0,0,30,cleanP1_2223
457,P1,2023-01-23,20:15,Boavista,Chaves,1,1,D,1,0,H,18,7,3,3,11,5,11,13,2,4,0,0,20,0,1,1,0,2,1,1,20,40,cleanP1_2223
458,P1,2023-01-26,20:15,Pacos Ferreira,Benfica,0,2,A,0,2,A,12,13,3,6,1,10,15,19,0,2,0,0,20,3,0,3,-2,2,-2,2,0,20,cleanP1_2223
460,P1,2023-01-29,15:30,Vizela,Rio Ave,3,1,H,0,1,A,12,13,7,2,3,8,14,15,4,2,0,1,15,6,3,0,2,4,-1,1,40,45,cleanP1_2223
461,P1,2023-01-29,18:00,Boavista,Portimonense,4,2,H,0,0,D,18,7,10,3,7,6,10,15,2,2,0,0,18,6,3,0,2,6,0,0,20,20,cleanP1_2223
459,P1,2023-01-29,15:30,Casa Pia,Santa Clara,2,1,H,0,0,D,19,6,8,3,8,3,12,20,5,4,0,0,15,6,3,0,1,3,0,0,50,40,cleanP1_2223
462,P1,2023-01-29,20:30,Famalicao,Estoril,1,0,H,0,0,D,16,16,6,6,5,7,15,14,3,4,0,0,20,6,3,0,1,1,0,0,30,40,cleanP1_2223
463,P1,2023-01-30,20:15,Guimaraes,Chaves,2,1,H,1,0,H,18,16,6,4,7,6,19,10,3,3,0,0,20,0,3,0,1,3,1,1,30,30,cleanP1_2223
464,P1,2023-01-31,19:00,Pacos Ferreira,Gil Vicente,2,1,H,1,0,H,21,10,8,4,11,12,14,12,2,2,0,0,19,1,3,0,1,3,1,1,20,20,cleanP1_2223
465,P1,2023-01-31,21:15,Arouca,Benfica,0,3,A,0,1,A,6,5,0,3,3,3,10,11,3,1,0,0,21,1,0,3,-3,3,-1,1,30,10,cleanP1_2223
466,P1,2023-02-01,19:00,Maritimo,Porto,0,2,A,0,0,D,10,9,2,4,5,1,28,15,6,3,1,1,19,2,0,3,-2,2,0,0,85,55,cleanP1_2223
467,P1,2023-02-01,21:15,Sp Lisbon,Sp Braga,5,0,H,1,0,H,22,4,9,4,10,1,13,13,1,2,0,1,21,2,3,0,5,5,1,1,10,45,cleanP1_2223
468,P1,2023-02-04,15:30,Santa Clara,Boavista,2,2,D,0,1,A,11,6,3,4,7,7,13,12,2,3,0,0,15,5,1,1,0,4,-1,1,20,30,cleanP1_2223
469,P1,2023-02-04,18:00,Benfica,Casa Pia,3,0,H,2,0,H,16,7,5,0,4,4,16,7,0,1,0,0,18,5,3,0,3,3,2,2,0,10,cleanP1_2223
470,P1,2023-02-04,20:30,Estoril,Guimaraes,0,1,A,0,1,A,15,12,4,3,4,5,15,23,1,1,0,0,20,5,0,3,-1,1,-1,1,10,10,cleanP1_2223
474,P1,2023-02-05,20:30,Gil Vicente,Arouca,1,1,D,1,1,D,17,12,7,6,13,4,14,10,2,3,0,0,20,6,1,1,0,2,0,2,20,30,cleanP1_2223
473,P1,2023-02-05,18:00,Porto,Vizela,2,0,H,1,0,H,15,10,4,3,7,5,15,9,2,2,0,0,18,6,3,0,2,2,1,1,20,20,cleanP1_2223
472,P1,2023-02-05,15:30,Sp Braga,Famalicao,4,1,H,1,0,H,14,6,4,1,6,2,16,9,3,3,0,0,15,6,3,0,3,5,1,1,30,30,cleanP1_2223
471,P1,2023-02-05,15:30,Chaves,Maritimo,2,1,H,2,1,H,5,15,5,3,3,6,19,12,6,5,0,0,15,6,3,0,1,3,1,3,60,50,cleanP1_2223
475,P1,2023-02-06,19:00,Portimonense,Pacos Ferreira,1,0,H,0,0,D,15,8,3,4,10,2,15,16,1,3,0,1,19,0,3,0,1,1,0,0,10,55,cleanP1_2223
476,P1,2023-02-06,21:15,Rio Ave,Sp Lisbon,0,1,A,0,0,D,5,8,1,1,4,2,10,14,1,3,0,0,21,0,0,3,-1,1,0,0,10,30,cleanP1_2223
477,P1,2023-02-09,18:00,Estoril,Boavista,2,1,H,0,1,A,27,5,13,4,11,0,13,15,2,2,0,1,18,3,3,0,1,3,-1,1,20,45,cleanP1_2223
478,P1,2023-02-10,20:15,Vizela,Chaves,0,0,D,0,0,D,15,15,4,5,5,6,14,15,3,3,0,0,20,4,1,1,0,0,0,0,30,30,cleanP1_2223
479,P1,2023-02-11,18:00,Arouca,Santa Clara,1,0,H,0,0,D,9,4,4,0,3,3,18,11,2,4,0,0,18,5,3,0,1,1,0,0,20,40,cleanP1_2223
480,P1,2023-02-11,20:30,Guimaraes,Portimonense,1,0,H,1,0,H,9,8,4,3,5,2,19,13,2,2,0,0,20,5,3,0,1,1,1,1,20,20,cleanP1_2223
483,P1,2023-02-12,20:30,Maritimo,Sp Braga,1,2,A,1,2,A,18,9,6,3,5,5,10,15,3,3,1,0,20,6,0,3,-1,3,-1,3,55,30,cleanP1_2223
481,P1,2023-02-12,15:30,Famalicao,Gil Vicente,0,1,A,0,0,D,16,16,3,3,4,6,17,24,1,6,0,0,15,6,0,3,-1,1,0,0,10,60,cleanP1_2223
482,P1,2023-02-12,18:00,Sp Lisbon,Porto,1,2,A,0,0,D,15,10,5,3,8,4,11,12,4,1,0,0,18,6,0,3,-1,3,0,0,40,10,cleanP1_2223
484,P1,2023-02-13,19:00,Rio Ave,Estoril,2,0,H,0,0,D,10,16,3,3,2,9,26,15,4,2,0,0,19,0,3,0,2,2,0,0,40,20,cleanP1_2223
485,P1,2023-02-13,21:15,Boavista,Casa Pia,0,0,D,0,0,D,10,6,3,2,7,3,10,13,3,2,1,0,21,0,1,1,0,0,0,0,55,20,cleanP1_2223
486,P1,2023-02-17,20:15,Gil Vicente,Vizela,1,1,D,0,0,D,16,13,6,4,10,2,16,11,5,4,1,0,20,4,1,1,0,2,0,0,75,40,cleanP1_2223
487,P1,2023-02-18,18:00,Estoril,Pacos Ferreira,1,3,A,0,2,A,13,17,4,5,5,7,16,19,0,3,0,0,18,5,0,3,-2,4,-2,2,0,30,cleanP1_2223
488,P1,2023-02-18,18:00,Portimonense,Maritimo,2,1,H,0,1,A,11,8,3,2,8,1,19,20,3,3,0,0,18,5,3,0,1,3,-1,1,30,30,cleanP1_2223
489,P1,2023-02-18,20:30,Porto,Rio Ave,1,0,H,1,0,H,14,11,4,4,8,2,19,17,2,3,0,0,20,5,3,0,1,1,1,1,20,30,cleanP1_2223
491,P1,2023-02-19,18:00,Sp Braga,Arouca,2,0,H,1,0,H,7,13,4,3,4,3,14,10,1,4,0,0,18,6,3,0,2,2,1,1,10,40,cleanP1_2223
490,P1,2023-02-19,15:30,Santa Clara,Famalicao,1,3,A,0,0,D,16,17,7,7,3,6,22,19,2,3,1,1,15,6,0,3,-2,4,0,0,45,55,cleanP1_2223
492,P1,2023-02-19,20:30,Casa Pia,Guimaraes,0,0,D,0,0,D,11,9,2,0,3,4,16,12,3,2,0,0,20,6,1,1,0,0,0,0,30,20,cleanP1_2223
493,P1,2023-02-20,19:00,Chaves,Sp Lisbon,2,3,A,1,1,D,13,16,5,8,4,4,13,16,2,3,0,0,19,0,0,3,-1,5,0,2,20,30,cleanP1_2223
494,P1,2023-02-20,21:15,Benfica,Boavista,3,1,H,0,0,D,18,5,10,2,8,5,11,13,1,5,0,0,21,0,3,0,2,4,0,0,10,50,cleanP1_2223
495,P1,2023-02-24,20:15,Famalicao,Portimonense,1,0,H,0,0,D,21,17,6,7,7,8,20,16,1,3,1,0,20,4,3,0,1,1,0,0,35,30,cleanP1_2223
497,P1,2023-02-25,18:00,Maritimo,Santa Clara,3,1,H,0,1,A,26,11,7,6,9,4,9,19,3,5,0,0,18,5,3,0,2,4,-1,1,30,50,cleanP1_2223
498,P1,2023-02-25,20:30,Vizela,Benfica,0,2,A,0,1,A,9,11,3,6,6,5,14,10,4,2,1,0,20,5,0,3,-2,2,-1,1,65,20,cleanP1_2223
496,P1,2023-02-25,15:30,Arouca,Casa Pia,2,0,H,0,0,D,9,11,3,3,1,11,11,12,2,4,0,1,15,5,3,0,2,2,0,0,20,65,cleanP1_2223
500,P1,2023-02-26,18:00,Pacos Ferreira,Boavista,1,3,A,0,1,A,15,12,6,4,9,10,17,19,4,7,0,0,18,6,0,3,-2,4,-1,1,40,70,cleanP1_2223
501,P1,2023-02-26,20:30,Porto,Gil Vicente,1,2,A,1,2,A,11,9,4,4,3,0,9,8,5,5,2,0,20,6,0,3,-1,3,-1,3,100,50,cleanP1_2223
499,P1,2023-02-26,15:30,Rio Ave,Chaves,1,0,H,0,0,D,10,11,3,6,4,8,17,12,5,3,0,0,15,6,3,0,1,1,0,0,50,30,cleanP1_2223
502,P1,2023-02-27,19:00,Sp Lisbon,Estoril,2,0,H,1,0,H,17,3,8,0,14,5,9,6,0,0,0,0,19,0,3,0,2,2,1,1,0,0,cleanP1_2223
503,P1,2023-02-27,21:15,Guimaraes,Sp Braga,2,1,H,2,0,H,9,13,2,4,3,5,16,13,6,4,1,2,21,0,3,0,1,3,2,2,85,90,cleanP1_2223
504,P1,2023-03-03,19:00,Boavista,Arouca,0,0,D,0,0,D,10,8,2,1,6,1,8,18,2,5,0,0,19,4,1,1,0,0,0,0,20,50,cleanP1_2223
505,P1,2023-03-03,21:15,Benfica,Famalicao,2,0,H,1,0,H,19,7,7,0,7,2,13,13,1,3,0,0,21,4,3,0,2,2,1,1,10,30,cleanP1_2223
506,P1,2023-03-04,15:30,Estoril,Vizela,0,3,A,0,2,A,10,6,2,3,8,0,11,15,3,0,0,0,15,5,0,3,-3,3,-2,2,30,0,cleanP1_2223
507,P1,2023-03-04,18:00,Portimonense,Sp Lisbon,0,1,A,0,0,D,6,21,4,7,3,7,10,15,4,2,0,0,18,5,0,3,-1,1,0,0,40,20,cleanP1_2223
508,P1,2023-03-04,20:30,Chaves,Porto,1,3,A,0,2,A,13,13,4,5,4,8,19,19,9,5,2,0,20,5,0,3,-2,4,-2,2,140,50,cleanP1_2223
511,P1,2023-03-05,20:30,Sp Braga,Rio Ave,2,0,H,1,0,H,21,10,11,4,9,4,9,9,1,0,0,0,20,6,3,0,2,2,1,1,10,0,cleanP1_2223
509,P1,2023-03-05,15:30,Gil Vicente,Maritimo,2,0,H,1,0,H,11,19,5,6,12,8,16,11,3,3,0,0,15,6,3,0,2,2,1,1,30,30,cleanP1_2223
510,P1,2023-03-05,18:00,Santa Clara,Guimaraes,1,3,A,0,3,A,16,11,5,6,7,6,16,9,3,2,0,0,18,6,0,3,-2,4,-3,3,30,20,cleanP1_2223
512,P1,2023-03-06,20:15,Casa Pia,Pacos Ferreira,2,1,H,0,1,A,9,14,4,2,4,2,14,20,3,2,0,0,20,0,3,0,1,3,-1,1,30,20,cleanP1_2223
513,P1,2023-03-10,20:15,Porto,Estoril,3,2,H,2,1,H,12,9,5,3,6,3,22,11,3,5,0,1,20,4,3,0,1,5,1,3,30,75,cleanP1_2223
514,P1,2023-03-11,15:30,Chaves,Portimonense,2,0,H,1,0,H,13,19,8,2,3,7,11,11,5,1,1,0,15,5,3,0,2,2,1,1,75,10,cleanP1_2223
515,P1,2023-03-11,15:30,Pacos Ferreira,Santa Clara,1,0,H,0,0,D,15,11,4,4,9,2,15,13,5,6,0,0,15,5,3,0,1,1,0,0,50,60,cleanP1_2223
516,P1,2023-03-11,18:00,Guimaraes,Arouca,0,2,A,0,0,D,25,9,8,4,12,0,8,7,3,3,0,0,18,5,0,3,-2,2,0,0,30,30,cleanP1_2223
517,P1,2023-03-11,20:30,Vizela,Sp Braga,0,4,A,0,1,A,13,13,1,7,3,3,7,10,2,2,0,0,20,5,0,3,-4,4,-1,1,20,20,cleanP1_2223
520,P1,2023-03-12,20:30,Sp Lisbon,Boavista,3,0,H,2,0,H,16,2,5,0,4,1,10,8,2,1,0,0,20,6,3,0,3,3,2,2,20,10,cleanP1_2223
519,P1,2023-03-12,18:00,Maritimo,Benfica,0,3,A,0,1,A,8,21,2,10,2,10,8,12,2,2,0,0,18,6,0,3,-3,3,-1,1,20,20,cleanP1_2223
518,P1,2023-03-12,15:30,Rio Ave,Gil Vicente,2,1,H,2,0,H,14,17,5,6,3,11,10,13,5,3,1,0,15,6,3,0,1,3,2,2,75,30,cleanP1_2223
521,P1,2023-03-13,20:15,Famalicao,Casa Pia,1,0,H,1,0,H,16,11,4,2,3,5,14,15,4,3,0,0,20,0,3,0,1,1,1,1,40,30,cleanP1_2223
522,P1,2023-03-17,20:15,Santa Clara,Rio Ave,0,2,A,0,0,D,9,17,1,8,2,7,13,21,4,2,0,0,20,4,0,3,-2,2,0,0,40,20,cleanP1_2223
523,P1,2023-03-18,15:30,Portimonense,Vizela,0,1,A,0,0,D,15,9,3,2,4,6,12,17,2,2,1,0,15,5,0,3,-1,1,0,0,45,20,cleanP1_2223
524,P1,2023-03-18,18:00,Arouca,Pacos Ferreira,1,1,D,0,0,D,17,14,5,4,6,7,16,14,3,3,0,0,18,5,1,1,0,2,0,0,30,30,cleanP1_2223
525,P1,2023-03-18,18:00,Benfica,Guimaraes,5,1,H,3,0,H,12,6,5,4,7,3,12,15,1,3,0,0,18,5,3,0,4,6,3,3,10,30,cleanP1_2223
526,P1,2023-03-18,20:30,Estoril,Chaves,0,2,A,0,1,A,9,15,3,5,3,7,18,18,3,2,1,0,20,5,0,3,-2,2,-1,1,55,20,cleanP1_2223
527,P1,2023-03-19,15:30,Casa Pia,Maritimo,2,0,H,1,0,H,16,17,5,3,5,10,13,15,2,0,0,1,15,6,3,0,2,2,1,1,20,25,cleanP1_2223
528,P1,2023-03-19,18:00,Sp Braga,Porto,0,0,D,0,0,D,14,5,4,2,5,5,15,17,3,2,0,0,18,6,1,1,0,0,0,0,30,20,cleanP1_2223
529,P1,2023-03-19,20:30,Boavista,Famalicao,1,2,A,0,0,D,16,7,6,3,9,1,29,15,1,1,0,0,20,6,0,3,-1,3,0,0,10,10,cleanP1_2223
530,P1,2023-03-31,20:15,Estoril,Gil Vicente,1,0,H,1,0,H,7,14,2,4,5,5,22,17,5,2,0,0,20,4,3,0,1,1,1,1,50,20,cleanP1_2223
533,P1,2023-04-01,20:30,Sp Lisbon,Santa Clara,3,0,H,2,0,H,14,10,5,4,6,2,11,16,0,5,0,0,20,5,3,0,3,3,2,2,0,50,cleanP1_2223
531,P1,2023-04-01,15:30,Vizela,Casa Pia,3,1,H,1,1,D,11,10,8,4,10,3,8,12,3,2,0,0,15,5,3,0,2,4,0,2,30,20,cleanP1_2223
532,P1,2023-04-01,18:00,Guimaraes,Pacos Ferreira,0,0,D,0,0,D,17,9,3,4,5,4,19,11,2,5,0,1,18,5,1,1,0,0,0,0,20,75,cleanP1_2223
536,P1,2023-04-02,18:00,Rio Ave,Benfica,0,1,A,0,0,D,10,12,4,5,3,6,12,17,3,3,0,0,18,6,0,3,-1,1,0,0,30,30,cleanP1_2223
537,P1,2023-04-02,20:30,Porto,Portimonense,1,0,H,1,0,H,17,6,6,0,10,3,15,12,2,3,0,1,20,6,3,0,1,1,1,1,20,55,cleanP1_2223
534,P1,2023-04-02,15:30,Chaves,Sp Braga,1,2,A,1,1,D,14,17,8,8,7,5,12,9,5,3,0,0,15,6,0,3,-1,3,0,2,50,30,cleanP1_2223
535,P1,2023-04-02,15:30,Maritimo,Boavista,4,2,H,2,0,H,11,11,6,6,3,9,14,19,3,2,0,0,15,6,3,0,2,6,2,2,30,20,cleanP1_2223
538,P1,2023-04-03,20:15,Famalicao,Arouca,0,1,A,0,0,D,18,9,1,2,7,1,11,17,1,1,0,0,20,0,0,3,-1,1,0,0,10,10,cleanP1_2223
539,P1,2023-04-05,20:15,Gil Vicente,Sp Lisbon,0,0,D,0,0,D,8,12,2,7,1,3,18,13,1,2,0,0,20,2,1,1,0,0,0,0,10,20,cleanP1_2223
540,P1,2023-04-07,15:30,Santa Clara,Vizela,0,1,A,0,1,A,10,5,2,3,2,4,11,20,3,2,1,0,15,4,0,3,-1,1,-1,1,55,20,cleanP1_2223
541,P1,2023-04-07,18:00,Benfica,Porto,1,2,A,1,1,D,7,7,1,3,4,5,13,15,3,5,0,0,18,4,0,3,-1,3,0,2,30,50,cleanP1_2223
542,P1,2023-04-07,20:30,Boavista,Guimaraes,2,1,H,1,0,H,12,10,4,4,7,7,20,17,7,6,0,2,20,4,3,0,1,3,1,1,70,110,cleanP1_2223
543,P1,2023-04-08,15:30,Arouca,Maritimo,1,0,H,1,0,H,11,15,2,6,7,11,11,10,2,2,0,0,15,5,3,0,1,1,1,1,20,20,cleanP1_2223
544,P1,2023-04-08,18:00,Pacos Ferreira,Famalicao,1,3,A,1,1,D,13,9,2,5,10,4,16,17,2,0,0,0,18,5,0,3,-2,4,0,2,20,0,cleanP1_2223
545,P1,2023-04-08,18:00,Portimonense,Rio Ave,2,2,D,0,1,A,17,18,6,8,8,4,21,14,5,1,0,0,18,5,1,1,0,4,-1,1,50,10,cleanP1_2223
546,P1,2023-04-08,20:30,Sp Braga,Estoril,4,1,H,1,0,H,16,6,6,3,7,2,14,5,3,2,0,0,20,5,3,0,3,5,1,1,30,20,cleanP1_2223
547,P1,2023-04-09,18:00,Casa Pia,Sp Lisbon,3,4,A,2,2,D,8,20,5,12,1,18,12,6,3,0,1,0,18,6,0,3,-1,7,0,4,55,0,cleanP1_2223
548,P1,2023-04-10,20:15,Gil Vicente,Chaves,0,0,D,0,0,D,15,16,4,5,14,5,13,13,1,1,0,0,20,0,1,1,0,0,0,0,10,10,cleanP1_2223
549,P1,2023-04-14,20:15,Famalicao,Guimaraes,2,1,H,1,0,H,10,16,3,5,3,10,14,14,1,3,1,1,20,4,3,0,1,3,1,1,35,55,cleanP1_2223
550,P1,2023-04-15,15:30,Estoril,Portimonense,0,1,A,0,0,D,13,15,3,5,10,5,14,14,0,4,0,0,15,5,0,3,-1,1,0,0,0,40,cleanP1_2223
551,P1,2023-04-15,15:30,Maritimo,Pacos Ferreira,3,1,H,2,0,H,12,7,6,3,2,5,19,15,4,4,0,0,15,5,3,0,2,4,2,2,40,40,cleanP1_2223
552,P1,2023-04-15,18:00,Chaves,Benfica,1,0,H,0,0,D,9,19,2,4,3,19,13,7,4,0,0,0,18,5,3,0,1,1,0,0,40,0,cleanP1_2223
553,P1,2023-04-15,20:30,Porto,Santa Clara,2,1,H,1,0,H,12,8,4,2,4,4,13,13,2,5,0,0,20,5,3,0,1,3,1,1,20,50,cleanP1_2223
554,P1,2023-04-16,15:30,Rio Ave,Casa Pia,1,1,D,0,1,A,10,7,4,2,5,8,10,20,1,3,0,0,15,6,1,1,0,2,-1,1,10,30,cleanP1_2223
555,P1,2023-04-16,18:00,Sp Braga,Gil Vicente,1,0,H,1,0,H,19,10,10,3,10,5,11,9,2,1,0,0,18,6,3,0,1,1,1,1,20,10,cleanP1_2223
556,P1,2023-04-16,20:30,Sp Lisbon,Arouca,1,1,D,0,1,A,26,4,5,2,7,0,8,11,0,0,0,0,20,6,1,1,0,2,-1,1,0,0,cleanP1_2223
557,P1,2023-04-17,20:15,Vizela,Boavista,1,1,D,0,0,D,9,14,5,6,8,3,9,16,2,4,0,0,20,0,1,1,0,2,0,0,20,40,cleanP1_2223
558,P1,2023-04-21,20:15,Casa Pia,Sp Braga,0,1,A,0,0,D,6,15,1,6,3,6,13,8,3,2,0,0,20,4,0,3,-1,1,0,0,30,20,cleanP1_2223
559,P1,2023-04-22,15:30,Famalicao,Maritimo,3,2,H,0,2,A,25,8,7,6,9,4,12,15,3,3,0,1,15,5,3,0,1,5,-2,2,30,55,cleanP1_2223
560,P1,2023-04-22,18:00,Boavista,Rio Ave,3,2,H,3,1,H,14,7,6,3,2,2,19,18,1,2,0,1,18,5,3,0,1,5,2,4,10,45,cleanP1_2223
561,P1,2023-04-22,20:30,Pacos Ferreira,Porto,0,2,A,0,0,D,8,10,0,4,2,5,18,14,5,1,1,0,20,5,0,3,-2,2,0,0,75,10,cleanP1_2223
562,P1,2023-04-23,15:30,Portimonense,Gil Vicente,1,0,H,0,0,D,10,20,4,4,1,12,12,8,1,2,0,0,15,6,3,0,1,1,0,0,10,20,cleanP1_2223
563,P1,2023-04-23,18:00,Benfica,Estoril,1,0,H,1,0,H,19,4,5,0,11,2,18,16,2,2,0,0,18,6,3,0,1,1,1,1,20,20,cleanP1_2223
564,P1,2023-04-23,18:00,Santa Clara,Chaves,1,1,D,0,0,D,19,13,6,5,2,12,12,8,3,3,0,1,18,6,1,1,0,2,0,0,30,55,cleanP1_2223
565,P1,2023-04-23,20:30,Arouca,Vizela,1,0,H,1,0,H,7,15,2,8,0,14,16,10,0,1,0,0,20,6,3,0,1,1,1,1,0,10,cleanP1_2223
566,P1,2023-04-24,20:15,Guimaraes,Sp Lisbon,0,2,A,0,0,D,7,13,0,5,5,5,13,15,1,0,0,0,20,0,0,3,-2,2,0,0,10,0,cleanP1_2223
567,P1,2023-04-28,20:15,Rio Ave,Arouca,1,0,H,0,0,D,11,11,2,2,4,4,16,16,4,3,1,0,20,4,3,0,1,1,0,0,65,30,cleanP1_2223
572,P1,2023-04-29,20:30,Gil Vicente,Benfica,0,2,A,0,0,D,13,17,5,7,7,11,17,8,3,2,0,0,20,5,0,3,-2,2,0,0,30,20,cleanP1_2223
571,P1,2023-04-29,18:00,Vizela,Pacos Ferreira,1,2,A,0,2,A,14,7,3,2,7,8,12,16,2,3,0,0,18,5,0,3,-1,3,-2,2,20,30,cleanP1_2223
568,P1,2023-04-29,15:30,Maritimo,Guimaraes,1,2,A,0,1,A,21,11,6,5,5,3,15,18,4,3,0,0,15,5,0,3,-1,3,-1,1,40,30,cleanP1_2223
569,P1,2023-04-29,15:30,Sp Braga,Portimonense,4,1,H,3,1,H,18,8,11,2,4,0,9,12,1,5,0,0,15,5,3,0,3,5,2,4,10,50,cleanP1_2223
570,P1,2023-04-29,18:00,Chaves,Casa Pia,1,0,H,1,0,H,16,16,5,4,10,3,17,14,3,4,0,0,18,5,3,0,1,1,1,1,30,40,cleanP1_2223
573,P1,2023-04-30,15:30,Estoril,Santa Clara,3,0,H,2,0,H,7,10,3,3,3,4,16,14,4,3,0,0,15,6,3,0,3,3,2,2,40,30,cleanP1_2223
574,P1,2023-04-30,18:00,Porto,Boavista,1,0,H,0,0,D,10,7,1,2,6,4,13,25,2,5,1,0,18,6,3,0,1,1,0,0,45,50,cleanP1_2223
575,P1,2023-04-30,20:30,Sp Lisbon,Famalicao,2,1,H,1,0,H,11,10,5,2,8,4,13,15,2,3,0,0,20,6,3,0,1,3,1,1,20,30,cleanP1_2223
576,P1,2023-05-05,20:15,Casa Pia,Portimonense,1,1,D,0,0,D,17,10,3,2,4,4,18,11,2,0,0,0,20,4,1,1,0,2,0,0,20,0,cleanP1_2223
579,P1,2023-05-06,20:30,Benfica,Sp Braga,1,0,H,0,0,D,20,5,4,0,7,1,8,10,3,4,0,0,20,5,3,0,1,1,0,0,30,40,cleanP1_2223
577,P1,2023-05-06,15:30,Santa Clara,Gil Vicente,3,2,H,2,0,H,14,15,8,3,4,5,12,9,0,3,0,0,15,5,3,0,1,5,2,2,0,30,cleanP1_2223
578,P1,2023-05-06,18:00,Boavista,Estoril,1,0,H,0,0,D,13,6,3,2,6,3,13,12,2,4,1,0,18,5,3,0,1,1,0,0,45,40,cleanP1_2223
580,P1,2023-05-07,15:30,Maritimo,Rio Ave,2,2,D,1,2,A,28,7,6,3,13,1,21,10,3,0,0,0,15,6,1,1,0,4,-1,3,30,0,cleanP1_2223
581,P1,2023-05-07,18:00,Guimaraes,Vizela,3,0,H,2,0,H,13,6,5,0,6,4,24,16,1,2,0,0,18,6,3,0,3,3,2,2,10,20,cleanP1_2223
